influencedBy,economist
Micha?_Kalecki,"John_Eatwell,_Baron_Eatwell"
Micha?_Kalecki,John_Kenneth_Galbraith
Micha?_Kalecki,John_Maynard_Keynes
Micha?_Kalecki,Kazimierz_?aski
Micha?_Kalecki,Lance_Taylor_(economist)
Micha?_Kalecki,Lawrence_Klein
Micha?_Kalecki,Marc_Lavoie
Micha?_Kalecki,Piero_Sraffa
Micha?_Kalecki,Yanis_Varoufakis
Micha?_Kalecki,Shimshon_Bichler
Micha?_Kalecki,Tadeusz_Kowalik
Milton_Friedman,Ronald_Reagan
Milton_Friedman,Scott_Sumner
Milton_Friedman,Ben_Bernanke
Milton_Friedman,David_D._Friedman
Milton_Friedman,Chicago_Boys
Milton_Friedman,Fraser_Institute
Milton_Friedman,Gary_Becker
Milton_Friedman,Thomas_Sowell
Milton_Friedman,Anna_Schwartz
Milton_Friedman,Augusto_Pinochet
Milton_Friedman,Cato_Institute
Milton_Friedman,William_F._Buckley_Jr.
Milton_Friedman,Alan_Greenspan
Milton_Friedman,Herbert_Stein
Milton_Friedman,Hernando_de_Soto_Polar
Milton_Friedman,J._Bradford_DeLong
Milton_Friedman,Margaret_Thatcher
Milton_Friedman,Mart_Laar
Nassau_William_Senior,John_Stuart_Mill
Oliver_E._Williamson,Paul_L._Joskow
Ragnar_Nurkse,Paul_Rosenstein-Rodan
"Ralph_Harris,_Baron_Harris_of_High_Cross",Margaret_Thatcher
Rashi_Fein,Medicare_(United_States)
Sherwin_Rosen,David_O._Meltzer
Sherwin_Rosen,Xavier_Gabaix
Wolfgang_Stützel,Peter_Bofinger
Wolfgang_Stützel,Heiner_Flassbeck
Wynne_Godley,Bill_Mitchell_(economist)
Wynne_Godley,Steve_Keen
Wynne_Godley,Marc_Lavoie
Wynne_Godley,Martin_Wolf
Wynne_Godley,Randall_Wray
